FID,Shape *,OBJECTID,GIS_Featur,Status,MATERIAL,MATERIAL_CD,Mat_Fact,TARGET_Mat_Fact,Age,Remaining_Life,RSL,TARGET_Remaining_Life,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,TARGET_RSL_Level,MaterialCl,INSTALL_DA,FRM_NODE,TO_NODE,DIAMETER,LEN_M,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,INST_YR,TotBrks,TotBrks_Lenght,BRK_SCR,BRK_SCR_TARGET,TotBrks_Level,BRKS_FVYRS,BRKS_FVYRS-Lenght,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,StreetNumb,StreetName,StreetFrom,StreetTo,Owner,Constructe,Condition,JointType,CFactor,CFactorDat,Corrosio_1,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,Flushed,FlushDate,EasementLo,Memo,PipeLocati,ImportantC,AssumeDate,GIS_ID,Constructe,Corrosio_1,TEXTLABEL,TOBEREPLAC,HANSEN_COM,TRANS,TotBrks,SOIL,WaterBodie,Under Bridger,RoadWay,Forest_Gre,River_cree,LandFill,WL,HWY,RWY,TracerWire,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,FlushDate,Easement,EasementLo,DeadEnd,RoadClass,ReportNumb,DrawingNum,HydrantCon,Maintenanc,MeterRoute,HighLevelA,MapGrid,CriticalCr,PipeLocati,ImportantC,CorrosionP,Medical_Services,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_,,BreakDate1,BreakYear1,BreakDate2,,BreakYear2,BreakDate3,BreakYear3,,BreakDate4,BreakYear4,,BreakDate5,BreakYear5,,BreakDate6,BreakYear6,,BreakDate7,BreakYear7,,BreakDate8,BreakYear8,,BreakDate9,BreakYear9,,BreakDat_10,BreakYear10,,BreakDat-2,,BreakDat-3,,BreakDat-4,,BreakDat-5,,BreakDat-6,BreakDat-7,BreakDat-8,BreakDat-9,,BreakDa-10,,BreakDa-11,BreakDa-12,,BreakDa-13,BreakDa-14,BreakDa-15,BreakDa-16,BreakDa-17,,CauseOfBre,CauseOfB_1,CauseOfB_2,CauseOfB_3,CauseOfB_4,CauseOfB_5,CauseOfB_6,CauseOfB_7,CauseOfB_8,CauseOfB_9,CauseOf_10,CauseOf_11,CauseOf_12,CauseOf_13,CauseOf_14,CauseOf_15,CauseOf_16,CauseOf_17,CauseOf_18,CauseOf_19,CauseOf_20,CauseOf_21,CauseOf_22,CauseOf_23,CauseOf_24,CauseOf_25,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,AssetName,Components,EOCCategor,EOCRecepti,EMSCategor,EMSTier1Cl,EMSTier2Cl,EMSHierarc,Rotation,NEW_DEVELO,Development,GIS_ID_12,FILE_NO,Planner,Status_1,CONDO_PLAN,CPLANYEAR
1854,Polyline,3996,L1578,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N12445,N12447,200,3.13,3.13,2.3475,4695,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3,605,PROUDFOOT LANE,OXFORD ST W,OXFORD ST W,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,2485027, ,3000-01-01,200 CI, ,L1578,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,76-58, ,0,0,0,0,15,0.042136065,3.41235E-14,0.030711106,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,490,499,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,3711,39CD-13511,CS,REGISTERED,MCC 804,2014
1855,Polyline,3997,L2896,ACTIVE,CI,CI,0.3,0.25,29,59.7,59.7,58.25,58.25,0,0,Very Low,Very Low,0,1988_12_07,N11619,N2815,100,24.36,24.36,18.27,36540,6.965,15,1988,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,25,ERICA CRES,BRADLEY AVE,BRADLEY AVE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,4413999, ,3000-01-01,100 CI, ,L2896,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,89-006,0,0, , , ,79-53, ,0,0,0,0,15,0.054860098,1.10647E-11,9.958203304,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,600,559.5,REPLACE,REPLACE,3,3, , , , , , , , ,0,YES,1,528, , ,REGISTERED,MCC 209,1991
1856,Polyline,3998,L14149,ACTIVE,PVC,PVC,0.1,0.04,10,71,71,70.4,70.4,0,0,Very Low,Very Low,DR 18,2007_08_08,N3567,N5762,250,1.44,1.44,1.08,2160,8.283333333,15,2007,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,WESTERN RD,HURON COLLEGE DR (PVT),HURON COLLEGE DR (PVT),CITY, ,SATI,PUSH,130,2007-08-08,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,24101373, ,3000-01-01,250 PVC, ,L14149,1,0,Unknown,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,4,2007-084,0,0, , , ,77-61,Unknown,1,1,0,0,15,0.038972696,4.75803E-15,0.00428223,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1857,Polyline,3999,L7815,ACTIVE,CI,CI,0.3,0.25,91,16.3,16.3,11.75,11.75,10,15,Moderately High,Very High,PIT RUN,1926_01_01,N7950,N7940,150,172.992052,172.992052,129.744039,259488.078,1.901666667,10,1926,1,0.005780612,5,7.35,,0,0,0,6,,200,341.315,Medium,Moderately High,3,4, ,EASTMAN AVE,MCDIARMID ST,HALE ST,CITY, ,UNKN,UNKN,32,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,12374773, ,3000-01-01,150 CI, ,L7815,0,1,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,83-60, ,1,1,0,0,15,0.04681637,8.83023E-12,7.947210522,15,,1990-12-19,1990,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,DETERIORATION, , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,590,599.615,REPLACE,REPLACE,3,3, , , , , , , , ,0,NO,0,0, , , , , 
1858,Polyline,4000,L7042,ACTIVE,DI,DI,0.5,0.26,29,65.5,65.5,58.54,58.54,0,0,Very Low,Very Low,CL 52,1988_01_01,N8674,N8561,150,282.53007,282.53007,211.8975525,423795.105,7.641666667,15,1988,0,0,0,6,,1,0.003539446,5,7.35,,160,252.315,Moderately Low,Medium,2,3, ,PRINCESS AVE,ONTARIO ST,QUEBEC ST,CITY, ,SATI,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,10856489, ,3000-01-01,150 DI, ,L7042,0,1,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,88-010,0,1, , , ,81-60, ,1,1,0,0,15,0.04681637,1.44215E-11,12.97935899,15,1,2014-04-22,2014,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,550,510.615,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,NO,0,0, , , , , 
1859,Polyline,4001,L19431,ACTIVE,DI,DI,0.5,0.26,37,61.5,61.5,52.62,52.62,0,0,Very Low,Very Low,CL 52,1980_01_01,N14306,N7036,300,227.73,227.73,170.7975,341595,7.175,15,1980,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,PAGE ST,INDUSTRIAL RD,VETERANS MEMORIAL PKY,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,25626696, ,3000-01-01,300 DI, ,L19431,0,0,Silt,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,2,0,(WD-246),0, , , ,86-62, ,1,1,0,0,15,0.03664517,2.84338E-13,0.255904452,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,390,418.8,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1860,Polyline,4002,L18401,ACTIVE,PVC,PVC,0.1,0.04,17,64.7,64.7,63.68,63.68,0,0,Very Low,Very Low,DR 18,2000_12_11,N14875,N14872,250,64.73,64.73,48.5475,97095,7.548333333,15,2000,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,CHAMBERS AVE,CHAMBERS PL,HASTINGS DR,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,1,1,<Null>,25627696, ,3000-01-01,250 PVC, ,L18401,1,0,Silt,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,2,2000-120,0,0, , , ,77-64, ,1,1,0,0,15,0.038972696,2.1388E-13,0.192492199,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1861,Polyline,4003,L8526,ACTIVE,PVC,PVC,0.1,0.04,30,53,53,51.2,51.2,0,0,Very Low,Very Low,DR 18,1987_10_26,N7191,N7189,100,18.67,18.67,14.0025,28005,6.183333333,15,1987,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,254,MARCONI BLVD,NOEL AVE,MARCONI BLVDNUE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,13635944, ,3000-01-01,100 PVC, ,L8526,1,0, ,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,87-171,0,0, , , ,86-59, ,0,0,0,0,15,0.054860098,8.48019E-12,7.632169774,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,600,559.5,REPLACE,REPLACE,3,3, , , , , , , , ,0,YES,1,33,39CD-05528,JL,REGISTERED,MCC 659,2007
1862,Polyline,4004,L11547,ACTIVE,CI,CI,0.3,0.25,51,44.3,44.3,41.75,41.75,5,5,Medium,Medium,SPUN CAST,1966_01_01,N5420,N5417,300,10.63,10.63,7.9725,15945,5.168333333,15,1966,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3, ,WILLIAM ST,KING ST,KING ST,CITY, ,NREP,UNKN,110,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,18203240, ,3000-01-01,300 CI, ,L11547,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,80-59, ,1,1,0,0,15,0.03664517,1.32724E-14,0.011945129,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,430,463.3,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1863,Polyline,4005,L19839,ACTIVE,PVC,PVC,0.1,0.04,15,66.5,66.5,65.6,65.6,0,0,Very Low,Very Low,DR 18,2002_09_21,N14018,N9086,150,8.33,8.33,6.2475,12495,7.758333333,15,2002,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,HYLA ST,TRAFALGAR ST,TRAFALGAR ST,CITY, ,SATI,UNKN,130,2002-09-21,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,0,0,<Null>,25628696, ,3000-01-01,150 PVC, ,L19839,1,0, ,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,2002-069,0,0, , , ,83-58, ,0,0,0,0,15,0.04681637,4.25198E-13,0.382678065,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,10,9,150,111.3,Medium,Medium,3,3,420,456.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1864,Polyline,4006,L13670,ACTIVE,DI,DI,0.5,0.26,31,64.5,64.5,57.06,57.06,0,0,Very Low,Very Low,CL 52,1986_11_18,N11750,N297,100,131.96,131.96,98.97,197940,7.525,15,1986,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,1414,ERNEST AVE,BRADLEY AVE,BRADLEY AVE,PRIVATE, ,SATI,UNKN,0,3000-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,22975825, ,3000-01-01,100 DI, ,L13670,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,86-128,0,0, , , ,80-53, ,0,0,0,0,15,0.054860098,5.99382E-11,53.94435583,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,600,559.5,REPLACE,REPLACE,3,3, , , , , , , , ,0,YES,1,519,39CD-99511,BD,REGISTERED,MCC 446,2000
1865,Polyline,4007,L16257,ACTIVE,PVC,PVC,0.1,0.04,19,62.9,62.9,61.76,61.76,0,0,Very Low,Very Low,DR 18,1998_06_18,N16230,N16231,200,19.18,19.18,14.385,28770,7.338333333,15,1998,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,GREEN ACRES DR,RYERSIE RD,RYERSIE RD,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,1,1,<Null>,25626009, ,3000-01-01,200 PVC, ,L16257,1,0,Silt,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,1,98-057,0,0, , , ,76-62, ,1,1,0,0,15,0.042136065,2.09102E-13,0.188191378,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1866,Polyline,4008,L284,ACTIVE,DI,DI,0.5,0.26,33,63.5,63.5,55.58,55.58,0,0,Very Low,Very Low,CL 52,1984_01_01,N13501,N13487,250,60.5,60.5,45.375,90750,7.408333333,15,1984,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,TIMBER DR,WOODGATE CRT,CAMBERDALE PL,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,329611, ,3000-01-01,250 DI, ,L284,0,0,Silt,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,71-56, ,1,1,0,0,15,0.038972696,1.99903E-13,0.179913148,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1867,Polyline,4009,L372,ACTIVE,DI,DI,0.5,0.26,36,62,62,53.36,53.36,0,0,Very Low,Very Low,CL 52,1981_01_01,N13308,N1342,300,3.67,3.67,2.7525,5505,7.233333333,15,1981,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,SOMERSET CRES,SOMERSET PL,SOMERSET PL,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,636799, ,3000-01-01,300 DI, ,L372,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , ,WESTMOUNT/PONDMILLS,73-54, ,1,1,0,0,15,0.03664517,4.58228E-15,0.004124048,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,390,418.8,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1868,Polyline,4010,L17084,ACTIVE,PVC,PVC,0.1,0.04,19,62.9,62.9,61.76,61.76,0,0,Very Low,Very Low,DR 18,1998_12_07,N15670,N15669,100,14.26,14.26,10.695,21390,7.338333333,15,1998,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,QUEENS AVE,CLARENCE ST,CLARENCE ST,PRIVATE, ,SATI,UNKN,130,1998-12-07,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,"4"" D.I. FROM FIRST 45 BEND TO WATRE METER",0,0,<Null>,25626703, ,3000-01-01,100 PVC, ,L17084,1,0, ,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,98-131,0,0, , , ,79-59, ,0,0,0,1,15,0.054860098,6.4771E-12,5.829391589,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,600,559.5,REPLACE,REPLACE,3,3,Information Technology Services (ITS),"offices, ITS - servers",City Services,n/a,Infrastructure,Government,Government Facility,ems.infrastructure.government.governmentFacility,90,NO,0,0, , , , , 
1869,Polyline,4012,L14846,ACTIVE,PVC,PVC,0.1,0.04,22,60.2,60.2,58.88,58.88,0,0,Very Low,Very Low,DR 18,1995_07_05,N3278,N1672,100,66.22,66.22,49.665,99330,7.023333333,15,1995,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,BYRON BASELINE RD,NORTH ST,NORTH ST,PRIVATE, ,SATI,UNKN,150,3000-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,25052036, ,3000-01-01,100 PVC, ,L14846,1,0,Unknown,0,0,1,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,95-089,0,0, , , ,73-55,Unknown,0,0,0,0,15,0.054860098,3.00781E-11,27.07028829,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,600,559.5,REPLACE,REPLACE,3,3, , , , , , , , ,0,YES,1,420,39CD-95513, ,REGISTERED,MCC 383,1998
1870,Polyline,4013,L6774,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N13843,N8559,150,89.59,89.59,67.1925,134385,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3, ,ONTARIO ST,DUFFERIN AVE,LORNE AVE,CITY, ,RHRP,UNKN,30,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,10711205, ,3000-01-01,150 CI, ,L6774,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,1, , , ,81-60, ,1,1,0,0,15,0.04681637,4.57305E-12,4.115741634,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,550,543.1,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,NO,0,0, , , , , 
1871,Polyline,4014,L15347,ACTIVE,PVC,PVC,0.1,0.04,24,58.4,58.4,56.96,56.96,0,0,Very Low,Very Low,DR 18,1993_06_01,N3640,N3638,200,159.18,159.18,119.385,238770,6.813333333,15,1993,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,BOW ST,TYNEMOUTH DR,MARCONI BLVD,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,23903002, ,3000-01-01,200 PVC, ,L15347,1,0,Sand,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,2,93-081,0,1, , , ,87-59, ,1,1,0,0,15,0.042136065,1.73539E-12,1.561851071,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1872,Polyline,4015,L20275,ACTIVE,PVC,PVC,0.1,0.04,15,66.5,66.5,65.6,65.6,0,0,Very Low,Very Low,DR 18,2002_09_15,N13744,N12499,300,1.07,1.07,0.8025,1605,7.758333333,15,2002,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,VALETTA ST,ADEVON ST,ADEVON ST,CITY, ,SATI,UNKN,130,2002-09-15,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,0,0,<Null>,25629009, ,3000-01-01,300 PVC, ,L20275,1,0, ,0,0,1,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,2002-111,0,0, , , ,75-58, ,0,0,0,0,15,0.03664517,1.33598E-15,0.001202379,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,10,9,180,136.5,Moderately High,Medium,4,3,450,481.8,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1873,Polyline,4016,L1441,ACTIVE,DI,DI,0.5,0.26,34,63,63,54.84,54.84,0,0,Very Low,Very Low,CL 52,1983_01_01,N12573,N12612,150,93.05,93.05,69.7875,139575,7.35,15,1983,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,TOBIN CRT,WESTMOUNT DR,WESTMOUNT DR,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,2108962, ,3000-01-01,150 DI, ,L1441,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,1, , ,WESTMOUNT/PONDMILLS,75-55, ,1,1,0,0,15,0.04681637,4.74966E-12,4.274693147,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,510,498.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
